Id,Timestamp,Version,Provider,Collection
5c706c4b87a6c94c888747a4,1550871601,1,corva,torque-and-drag.hookload-trend
Activity,hole_depth,is_extended
Rotary Drilling,17539.2,true

Id,hole_size,type,id
5c66c6e3e4506f4f01629fc8,8.75,DrillString,10


end_timestamp,start_timestamp
1550299759,1550255646

end_timestamp,start_timestamp
1550255645,1550255596

start_timestamp
1550299760
start_timestamp,end_timestamp
1550255596,1550871601


Curves Slack Off Casing Friction Factor,Curves Slack Off Openhole Friction Factor
0.15,0.1,

Curves Slack Off Measured Depth,Curves Slack Off Hookload
3985.4,128.11
4981.75,147.72
5978.1,167.54
6974.45,187.55
7970.8,207.83
8967.15,228.32
9963.5,272.62
10959.85,301.09
11956.2,337.29
12952.55,353.76
13948.9,371.31
14945.25,390.69
15941.6,408.73
16937.95,428.48
17539.2,440.63
17934.3,449.03
18930.65,469.91
19927,471.3

Curves Pickup Casing Friction Factor,Curves Pickup Openhole Friction Factor
0.15,0.5,

Curves Pickup Measured Depth,Curves Pickup Hookload
0,44
996.35,69.27
1992.7,87.79
2989.05,108.59
3985.4,128.11
4981.75,147.72
5978.1,167.54
6974.45,187.55
7970.8,207.83
8967.15,228.32
9963.5,273.85
10959.85,307.21
11956.2,350.77
12952.55,374.85
13948.9,400.82
14945.25,429.39
15941.6,457.31
16937.95,487.07
17539.2,505.56
17934.3,518.69
18930.65,553.19
19927,569.97



Pickup Timestamp,Pickup Measured Depth,Pickup Hookload,Pickup Torque,rotary_rpm,mud_flow_in,string_velocity
1550273477,8858.6,239.55,0.04,0,0,84
1550273431,8906.6,240.2,0.04,0,0,48
1550282613,10155.7,301.4,0,0,0,36
1550282553,10176.55,287.05,0,0,0,30
1550282503,10179.8,232.1,0,0,0,30
1550301337,11377.6,320.3,0.57,0,0,24
1550312571,11496.8,324.4,1.26,0,0,30
1550479840,13466,339.8,2.02,0,0,30
1550529719,13926.7,345.6,1.45,0,0,45
1550580448,14602.8,339,3.06,0,0,48
1550608237,14977.7,344.4,3.21,0,0,66
1550650834,15553.2,345.5,2.81,0,0,60
1550688546,15884.75,343.1,0.34,0,0,30
1550687354,15904,347.65,0.57,0,0,36
1550688149,15904.9,347.8,1.68,0,0,48
1550687312,15919.5,350.1,0.57,0,0,54
1550687278,15934.5,342.5,0.82,0,0,36
1550779926,16697.5,338.4,0.08,0,0,60
1550779395,16697.9,339.7,1.03,0,0,48
1550779352,16698.65,348.25,3.17,0,0,42
1550790250,16774.4,361.8,0,0,0,48

Wash Up Timestamp,Wash Up Measured Depth,Wash Up Hookload,Wash Up Torque,rotary_rpm,mud_flow_in,string_velocity
1550287765,10497.25,286.65,1.15,0,152.8,36
1550323542,11600.7,313.3,0.84,0,594.5,30
1550326513,11625.5,308.4,2.06,0,594.1,30
1550348651,11954.5,322.1,0.34,0,127.8,42
1550357766,12087.6,306.2,4.81,0,600.7,39
1550394959,12529.5,323.25,2.46,0,167.8,42
1550407182,12643.8,304,5.1,0,615.3,24
1550420292,12744.8,316.4,1.99,0,616,51
1550443367,12993.1,326.95,1.87,0,164.8,66
1550479817,13474.5,316.3,4.16,0,138.8,42
1550484483,13496.9,288.8,2.94,0,611.7,18
1550499529,13653.6,323.9,3.02,0,161.9,48
1550514345,13786.45,291.95,0,0,611.4,48
1550529705,13937.9,327.8,3.86,0,159.7,48
1550570918,14434.8,312.5,3.48,0,611.7,24
1550574709,14514.9,325,3.32,0,164.2,48
1550603507,14926.45,298.45,4.28,0,618.2,60
1550610402,14993.6,316.45,3.36,0,618.2,48
1550610760,15002.7,299.8,1.07,0,618.2,36
1550614288,15017.85,318.45,2.75,0,618.2,54
1550624749,15188.5,307.2,5.86,0,590.2,24
1550625556,15192,296.4,4.7,0,590.2,24
1550627136,15196.25,291.05,0.32,0,590.6,30
1550626940,15196.7,285.9,3.97,0,590.2,24
1550627431,15196.9,286.1,6.04,0,590.2,24
1550667236,15679.65,320.1,4.51,0,590.2,30
1550681713,15859.7,292.7,8.77,0,602.4,24
1550722852,16245.1,305,10.35,0,606.3,42
